2025-12-12 20:52:41.203 [main] INFO  com.itheima.TilasWebManagementApplication-Starting TilasWebManagementApplication using Java 23.0.1 with PID 18012 (C:\Users\16048\Documents\JAVA\web-ai-code\web-ai-project02\tilas-web-management\target\classes started by 16048 in C:\Users\16048\Documents\JAVA\web-ai-code\web-ai-project02\tilas-web-management)
2025-12-12 20:56:19.941 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:19.941 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:19.941 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:19.942 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:19.942 [http-nio-8080-exec-3] INFO  com.itheima.controller.ClazzController-查询所有班级
2025-12-12 20:56:19.943 [http-nio-8080-exec-4] INFO  com.itheima.controller.StudentController-分页查询:StudentQueryParam(page=1, pageSize=10, name=, degree=null, clazzId=null)
2025-12-12 20:56:20.848 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:20.848 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:20.849 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:20.849 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:20.849 [http-nio-8080-exec-5] INFO  com.itheima.controller.EmpController-查询所有员工数据
2025-12-12 20:56:20.850 [http-nio-8080-exec-8] INFO  com.itheima.controller.ClazzController-分页查询:ClazzQueryParam(page=1, pageSize=10, name=, begin=null, end=null)
2025-12-12 20:56:24.107 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:24.107 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:24.110 [http-nio-8080-exec-6] INFO  com.itheima.controller.ClazzController-根据id查询班级:8
2025-12-12 20:56:25.949 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:25.950 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:25.965 [http-nio-8080-exec-10] INFO  com.itheima.controller.ClazzController-修改班级:Clazz(id=8, name=test, room=sint velit, beginDate=2006-03-07, endDate=2023-11-25, masterId=13, subject=80, createTime=2025-11-09T20:21:32, updateTime=2025-11-09T20:51:47, masterName=null, status=null)
2025-12-12 20:56:26.002 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:26.002 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:26.003 [http-nio-8080-exec-9] INFO  com.itheima.controller.ClazzController-分页查询:ClazzQueryParam(page=1, pageSize=10, name=, begin=null, end=null)
2025-12-12 20:56:27.515 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:27.515 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:27.515 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:27.515 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:27.515 [http-nio-8080-exec-2] INFO  com.itheima.controller.ClazzController-查询所有班级
2025-12-12 20:56:27.515 [http-nio-8080-exec-7] INFO  com.itheima.controller.StudentController-分页查询:StudentQueryParam(page=1, pageSize=10, name=, degree=null, clazzId=null)
2025-12-12 20:56:28.059 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:28.059 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:28.059 [http-nio-8080-exec-1] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:28.059 [http-nio-8080-exec-1] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:28.059 [http-nio-8080-exec-3] INFO  com.itheima.controller.EmpController-查询所有员工数据
2025-12-12 20:56:28.060 [http-nio-8080-exec-1] INFO  com.itheima.controller.ClazzController-分页查询:ClazzQueryParam(page=1, pageSize=10, name=, begin=null, end=null)
2025-12-12 20:56:29.426 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:29.426 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:29.426 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:29.426 [http-nio-8080-exec-8] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:29.426 [http-nio-8080-exec-8] INFO  com.itheima.controller.ClazzController-查询所有班级
2025-12-12 20:56:29.426 [http-nio-8080-exec-4] INFO  com.itheima.controller.StudentController-分页查询:StudentQueryParam(page=1, pageSize=10, name=, degree=null, clazzId=null)
2025-12-12 20:56:30.916 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:30.917 [http-nio-8080-exec-5] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:30.918 [http-nio-8080-exec-5] INFO  com.itheima.controller.StudentController-根据id查询学生:12
2025-12-12 20:56:35.399 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:35.400 [http-nio-8080-exec-6] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:35.401 [http-nio-8080-exec-6] INFO  com.itheima.controller.StudentController-分页查询:StudentQueryParam(page=2, pageSize=10, name=, degree=null, clazzId=null)
2025-12-12 20:56:36.426 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:36.426 [http-nio-8080-exec-10] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:36.426 [http-nio-8080-exec-10] INFO  com.itheima.controller.StudentController-分页查询:StudentQueryParam(page=1, pageSize=10, name=, degree=null, clazzId=null)
2025-12-12 20:56:37.589 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:37.589 [http-nio-8080-exec-9] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:37.591 [http-nio-8080-exec-9] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:56:38.783 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:38.783 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:38.783 [http-nio-8080-exec-7] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:38.783 [http-nio-8080-exec-2] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:38.784 [http-nio-8080-exec-7] INFO  com.itheima.controller.DeptController-查询全部的部门数据
2025-12-12 20:56:38.784 [http-nio-8080-exec-2] INFO  com.itheima.controller.EmpController-分页查询:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-12-12 20:56:42.541 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:42.541 [http-nio-8080-exec-3] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:42.543 [http-nio-8080-exec-3] INFO  com.itheima.controller.EmpController-分页查询:EmpQueryParam(page=3, pageSize=10, name=, gender=null, begin=null, end=null)
2025-12-12 20:56:43.411 [http-nio-8080-exec-1] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:43.411 [http-nio-8080-exec-1] INFO  com.itheima.filter.TokenFilter-令牌合法
2025-12-12 20:56:43.413 [http-nio-8080-exec-1] INFO  com.itheima.controller.EmpController-分页查询:EmpQueryParam(page=2, pageSize=10, name=, gender=null, begin=null, end=null)
2025-12-12 20:56:43.885 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-当前用户ID为：41,将其存入ThreadLocal
2025-12-12 20:56:43.885 [http-nio-8080-exec-4] INFO  com.itheima.filter.TokenFilter-令牌合法
